Name,                               English,                                     Translation,                                   Restrictions, Comment
GMStdPathGetPosition_Desc,Get the position of the instance along the path it is following.,Get the position of the instance along the path it is following.,,DnD™ action description
DnDManager_UnknownAction,Unknown Action,Acción desconocida,,DnD™ Manager action name returned for action that doesnt exist
DnDEditor_EmptyChain,Empty,Vacío,,DnD empty chain notice
SplineEditor_InvalidConvex,Shape is not convex!,Shape is not convex!,,Spline editor non convex shape
Validation_Error,Validation Error,Error de validacion,,title used for validation error windows
ProgressBar_Load,Loading...,Cargandon...,,the progress bar caption while loading
ProgressBar_Extract,Extracting...,Extracting...,,the progress bar caption while extracting
ProgressBar_Import,Importing...,Importando...,,the progress bar caption while importing
ProgressBar_Install,Installing...,Instalando...,,the progress bar caption while installing
ProgressBar_Save,Saving...,Guardando...,,the progress bar caption while saving
ProgressBar_Export,Exporting...,Exportando...,,the progress bar caption while exporting
ProgressBar_Process,Processing...,Procesando...,,the progress bar caption while processing
ProgressBar_BuildProgress,Building... {0},Construyendo... {0},,The progress bar caption while compiling
ProgressBar_SpritePreview,Sprite Preview...,Vista previa de Sprite...,,The progress bar caption while generating sprite preview
TileSetEditor_SpriteNoExport,Disable Source Sprite Export,Disable Source Sprite Export,,checkbox caption to disable the export on the source sprite
TileSetEditor_AutoTileLibrary_Tooltip,Edit Autotiling,Edit Autotiling,,autotile tooltip
TileSetEditor_AnimationsLibrary_Tooltip,Edit Tile Animation,Edit Tile Animation,,animation library tooltip
SpriteEditor_NoExport,Export Sprite Disabled,Export Sprite Disabled,,The caption alongside the checkbox to show if a sprite will be exported
SpriteEditor_ToolTip_WillExport,Sprite will export,Sprite will export,,THe tooltip when the sprite will be exported
SpriteEditor_ToolTip_NoExport,Sprite export disabled by tile set(s): {0},Sprite export disabled by tile set(s): {0},,The tooltip when the sprite will not be exported
RoomEditor_SelectFromAnyLayer,Select From Any Layer (P),Seleccionar de cualquier capa (P),,tool tip for the select from any layer button
RoomEditor_InstanceLayerStatus,LMB + ALT to paint with selected object resources,LMB + ALT to paint with selected object resources,,status bar information for painting in an instance layer
RoomEditor_AssetLayerStatus,LMB + ALT to paint with selected sprite resources,LMB + ALT to paint with selected sprite resources,,status bar information for painting in an asset layer
RoomEditor_InstanceLayerStatus_Laptop,LMB + Right ALT to paint with selected object resources,LMB + Right ALT to paint with selected object resources,,status bar information for painting in an instance layer when laptop compatibility is enabled
RoomEditor_AssetLayerStatus_Laptop,LMB + Right ALT to paint with selected sprite resources,LMB + Right ALT to paint with selected sprite resources,,status bar information for painting in an asset layer when laptop compatibility is enabled
SPINE_ATLAS_NOT_FOUND,Spine: unable to find .atlas file for {0},Spine: unable to find .atlas file for {0},,spine atlas not found message
SPINE_TEXTURE_NOT_FOUND,Spine: unable to find texture file: {0},Spine: unable to find texture file: {0},,spine texture not found message
SPINE_JSON_NOT_FOUND,Spine: json file not found: {0},Spine: json file not found: {0},,spine json not found message
RoomEditor_BrushEditingModeToolTip,Switch between selection and editing modes in brush builder page (${room_editor_tools_keyboard_shortcut22}),Switch between selection and editing modes in brush builder page (${room_editor_tools_keyboard_shortcut22}),,the tooltip for the editing mode button in the brush builder page
RoomEditor_DuplicateLayer,Duplicate Layer,Duplicar capa,,context menu option to duplicate a layer
TileSetEditor_DeleteAnimation_ToolTip,Delete Animation,Eliminar animación,,delete animation button tooltip
TileSetEditor_PlayAnimation_ToolTip,Play Animation,Reproducir animación,,play animation button tooltip
TileSetEditor_FrameCount_ToolTip,Set Frame Count,Establecer cuenta de fotograma,,frame count drop down tooltip
WelcomePage_Title,Welcome Page,Página de inicio,,Welcome page workspace title
WelcomePage_InstallingTitle,While we finish up your installation...,While we finish up your installation...,,installation title
WelcomePage_WelcomeTitle,Welcome,Bienbenido,,title to be used if not installing.
Welcome_ShowOnStartup,Show on startup,Mostrar al inicio,,do not show again label
WelcomePage_Close,Close,Cerrar,,close label
WelcomePage_Page1Text,...why not check out our all new {0}'Getting Started'{1} video,...why not check out our all new {0}'Getting Started'{1} video,, {0} and {1} are used to include bold text - must be maintained in translation
WelcomePage_Page2Text,"Sit back, relax, and let us introduce you to some of our cool {0}'New Features'{1}","Sit back, relax, and let us introduce you to some of our cool {0}'New Features'{1}",, {0} and {1} are used to include bold text - must be maintained in translation
WelcomePage_Page3Text,{0}'Access All Areas'{1}. Find everything you need in one place.,"{0}'Access All Areas'{1}. Find everything you need in one place. Tutorials, marketplace, support and much more",, {0} and {1} are used to include bold text - must be maintained in translation
WelcomePage_ShowOnStartup,Show welcome screen on startup,Mostrar pantalla de bienvenida al iniciar,,preference text
WelcomePage_Learn,Learn,Aprender,,welcome page external link text
WelcomePage_Marketplace,Marketplace,Mercado,,welcome page external link text
WelcomePage_Support,Support,Soporte,,welcome page external link text
WelcomePage_Community,Community,Comunidad,,welcome page external link text
Runtime_Installing_Version,Installing runtime {0},Installing runtime {0},,user facing splash screen message for installing runtime
StartPage_Web_MyAccount,My Account,Mi cuenta,,Start page localised web content
StartPage_Web_NewProject,New,Nuevo,,Start page localised web content
StartPage_Web_OpenProject,Open,Abrir,,Start page localised web content
StartPage_Web_ImportProject,Import,Importar,,Start page localised web content
StartPage_Web_Demos,Demos,Demos,,Start page localised web content
StartPage_Web_Marketplace,Marketplace,Mercado,,Start page localised web content
StartPage_Web_Tutorials,Tutorials,Tutoriales,,Start page localised web content
StartPage_Web_About,More,Más,,Start page localised web content
StartPage_Web_CreateNewProject,Create New Project,Crear nuevo proyecto,,Start page localised web content
StartPage_Web_NewDnD,Drag and Drop,Drag and Drop,,Start page localised web content
StartPage_Web_NewGml,GameMaker Language,GameMaker Language,,Start page localised web content
StartPage_Web_NewJS,JavaScript,JavaScript,,Start page localised web content
StartPage_Web_InheritFromProject,Inherit Project,Heredar proyecto,,Start page localised web content
StartPage_Web_ViewReleaseNotes,To view the release notes for this and previous versions,To view release notes for this and previous versions,,Start page localised web content
StartPage_Web_RecentProjects,Recent Projects,Proyectos recientes,,Start page localised web content
StartPage_Web_RecentTutorials,Recent Tutorials,Tutoriales recientes,,Start page localised web content
StartPage_Web_Licenses,Licenses,Licensias,,Start page localised web content
StartPage_Web_ReleaseNotes,Release Notes,Notas de la versión,,Start page localised web content
StartPage_Web_OwnedTutorials,Owned,Propiedad,,Start page localised web content
StartPage_Web_FilterByInstalled,Filter by installed,Filtrar por instalada,,Start page localised web content
StartPage_Web_OfficialTutorials,Official,Oficial,,Start page localised web content
StartPage_Web_ExpandOrCollapse,Expand or collapse,Expandir ó colapsar,,Start page localised web content
StartPage_Web_GettingStarted,Getting Started,Empezando,,Start page localised web content
StartPage_Web_Explore,Explore,Explorar,,Start page localised web content
StartPage_Web_Owned,Owned,Propiedad,,Start page status label
StartPage_Web_Installed,Installed,Instalado,,Start page status label
StartPage_Web_Downloading,Downloading...,Descargando...,,Start page status label
StartPage_Web_InProgress,Not Completed,Not Completed,,Start page status label
StartPage_Web_Completed,Completed,Completed,,Start page status label
StartPage_Web_Available,Available,Available,,Start page status label
StartPage_Web_ViewOnMarketplace,View On Marketplace,Ver en el mercado,,Start page tooltip
StartPage_Web_Download,Download,Descargar,,Start page tooltip
StartPage_Web_Open,Open,Abrir,,Start page tooltip
StartPage_Web_Remove,Remove Local Files,Eliminar archivos locales,,Start page remove tooltip
RemoteWorker_Submit,Submit,Enviar,,Submit remote worker changes
remote_worker_cache_path,Cache Path,Ruta de caché,,Remote worker cache path
remote_worker_folder_sync_path,Path to FolderSync Tool,Path to FolderSync Tool,,Remote worker foldersync path
remote_worker_fronkensteen_runtime_path,Path to Remote Runtime,Path to Remote Runtime,,Remote worker runtime path
remote_worker_output_path,Output Path,Output Path,,Remote worker output path
remote_worker_project_cache_path,Project Cache Path,Project Cache Path,,Remote worker project cache path
default_audio_setting,Default Audio Device,Dispositivo de audio predeterminado,,Default Audio Device setting
Validate_NameLength,Resource name must be between {2} and {1} characters long,Resource name must be between {2} and {1} characters long,,validation error message for resource name
DnD_ResourceSelection_DropLabel,Drop here to assign resource,Drop here to assign resource,,DnD™ Resource Input label
TextureGroups_OpenResource,Open,Abrir,,Open Resource
RemoteWorker_WindowTitle,Settings for {0},Ajustes para {0},,Remote worker window title
RemoteWorker_PlatformNotSupportedTitle,Remote Worker - Platform Not Supported,Remote Worker - Platform Not Supported,,Platform is not supported on this remote worker title
RemoteWorker_ErrorTitle,Remote Worker Error,Remote Worker Error,,Remote worker error
RemoteWorker_Error_Connect,Failed to connect to the remote worker.\nVerify the host name and try again.,Failed to connect to the remote worker.\nVerify the host name and try again.,,Failed to connect error
RemoteWorker_NameErrorTitle,Remote Worker Name Error,Remote Worker Name Error,,Error with Remote Worker Name
RemoteWorker_NameError,A Remote Worker with this name already exists.,A Remote Worker with this name already exists.,,Remote Worker Name error message
RemoteWorker_PlatformNotSupported,The current platform is not supported on this Remote Worker.,The current platform is not supported on this Remote Worker.,,Platform is not supported on this remote worker
SearchOutput_Default,Press ${open_search_replace} to open the Search and Replace window.,Press ${open_search_replace} to open the Search and Replace window.,,Default text for the Search Output Window
SourceControl_Default,"Source Control Output will go here. If you have not turned on Source Control, you can find it in Main Options.","Source Control Output will go here. If you have not turned on Source Control, you can find it in Main Options.",,Default text for the Source Control Window
SourceControl_Trial,"Source Control Output would go here, but you are currently using a Trial version.\nPlease upgrade to a paid version to enable the Source Control features!\nVisit https://www.yoyogames.com/get2 to view our pricing.","Source Control Output would go here, but you are currently using a Trial version.\nPlease upgrade to a paid version to enable the Source Control features!\nVisit https://www.yoyogames.com/get2 to view our pricing.",,Default text for source control window when in trial mode.
TileSetEditor_WarningRoomTileLayersAffected,"Tile size increase will cause rooms to lose some tile layer data, are you sure you want to make this change?\n\nTo avoid data loss press cancel and increase room size of the affected rooms: {0}","Tile size increase will cause rooms to lose some tile layer data, are you sure you want to make this change?\n\nTo avoid data loss press cancel and increase room size of the affected rooms: {0}",,warning for user when increasing tile width/height which would cause a room tile layer to be truncated and lose painted tiles
GMStdAlpha_Name,Set Draw Alpha,Set Draw Alpha,,dnd set draw alpha node
GMStdAlpha_Desc,Set the alpha channel (0 to 1) used for drawing.,Set the alpha channel (0 to 1) used for drawing.,,dnd set draw alpha node
GMStdGetAlpha_Name,Get Draw Alpha,Get Draw Alpha,,dnd set draw alpha node
GMStdGetAlpha_Desc,Get the alpha channel (0 to 1) used for drawing.,Get the alpha channel (0 to 1) used for drawing.,,dnd set draw alpha node
GMStdUseAlpha,Use Alpha,Usar alfa,,dnd node label
TextEditorPanel_ConvertToDnD,Convert to DnD™,Convertir a DnD™,,Convert the current script to DnD™
Marketplace_CreatePackageDetails,Package Details:,Package Details:,,package details heading
Marketplace_InactiveTutorialSettings,Tutorial Content Settings will appear here when 'Tutorial' Package Type has been selected,Tutorial Content Settings will appear here when 'Tutorial' Package Type has been selected,,the message displayed when the tutorial settings are inactive
CloseNonEmptyWorkspaceTabMessage,"Closing this workspace will also close the contained editors, are you sure?","Closing this workspace will also close the contained editors, are you sure?",,confirmation dialog message when closing a workspace tab with open editors
CloseNonEmptyWorkspaceTabTitle,Closing a non-empty workspace,Closing a non-empty workspace,,confirmation dialog title
enableclosetabshortcut,Allow empty tabs to be closed via the keyboard shortcut,Permitir que las pestañas vacíasse cierren mediante acces directo,,close tab label
autoclosenonemptyworkspacetabs,Default for closing non-empty workspace tabs using keyboard shortcut,Default for closing non-empty workspace tabs using keyboard shortcut,,auto close tab label
tileseteditor_automaticaccepttilesize,Room tile layer cropping due to tile size changes,Room tile layer cropping due to tile size changes,,tile size causing tile layer crop confirmation description
fonteditor_fontnotavailable,Font family '{0}' is not available. Verify that you have installed this font correctly.,Font family '{0}' is not available. Verify that you have installed this font correctly.,,Font editor font not available
fonteditor_fontnotavailable_title,Unavailable Font,Unavailable Font,,Title for unavailable font warning
TextureAudioGroups_CyclicParent,A group cannot be a child of itself.,A group cannot be a child of itself.,,Cyclic parent warning
TextureAudioGroups_CyclicParent_Title,Invalid Parent,Padre invalido,,Title for above warning
workspace_background_pref,Restore Default,Restablecer,,Restore default background
IDETooltip_CurrentTarget,Current Build Target,Current Build Target,,tooltip for the current build target info
spriteanimmode,Default animation mode for new sprites,Default animation mode for new sprites,,The default animation mode type for new sprites 
NewSpriteWidth,The default width for new sprites,The default width for new sprites,,pref label
NewSpriteHeight,The default height for new sprites,The default height for new sprites,,pref label
TileSetEditorMenu_Delete,Delete,Eliminar,,the delete animation or auto tile set context menu option
TileSetEditorMenu_Rename,Rename,Renombrar,,the rename animation or auto tile set context menu option
RoomEditor_NoSelectionPathLayerStatus,"LMB + T to translate path, LMB + R to rotate path, LMB + S to scale path","LMB + T to translate path, LMB + R to rotate path, LMB + S to scale path",,status bar information for editing paths
YYP_DragDrop_Message,Load the project instead of adding a datafile?,Load the project instead of adding a datafile?,,confirm message
YYP_DragDrop_Message_IDE,Load the project?,Load the project?,,confirm message
StartPage_Web_RefreshDemos,Refresh owned demos.,Refresh owned demos.,,Refresh demos start page
YYP_DragDrop_Title,Project file detected,Project file detected,,dialog title
Archive_DragDrop_Message,Import the project instead of adding a datafile?,Import the project instead of adding a datafile?,,confirm message
Archive_DragDrop_Message_IDE,Import the project?,Import the project?,,confirm message
Archive_DragDrop_Title,Project archive detected,Project archive detected,,dialog title
GadgetToolbox_ExpandableCategory,Expandable Category,Expandable Category,,Dialog editor toolbox name
MarketplaceAsset_RemoveTooltip,Delete local content for this asset.,Delete local content for this asset.,,Remove tooltip for marketplace assets
